eve_id	confidence	eve_score	suggests	because	locus	start	stop	length	top_evalue	top_pident	top_desc	top_viral_desc	top_viral_lineage	max_count_phylum
CABD02_EVE131	low	61	viral (12), retro (6), maybe-viral (1), non-viral (1)	envelope (10), retro (6), VDB (2), annotated protein of Eukaryota (1), uncharacterized protein (1)	CABD02017726.1_5377-5643:+	5,377	5,643	266	2.14E-48	83.1	endogenous retrovirus group 3 member 1 Env polyprotein-like n=1 Tax=Macaca nemestrina  RepID=UPI0005F45588	env protein [Human endogenous retrovirus HCML-ARV] acc=AAP06678.1	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Retroviridae;g__unclassified Retroviridae genus;s__Human endogenous retrovirus	Chordata
CABD02_EVE132	low	61	viral (12), retro (6), non-viral (2)	envelope (9), retro (6), VDB (3), annotated protein of Eukaryota (2)	CABD02050687.1_1909-2232:+	1,909	2,232	323	3.69E-47	72.3	endogenous retrovirus group 3 member 1 Env polyprotein-like n=1 Tax=Macaca nemestrina  RepID=UPI0005F45588	env protein [Human endogenous retrovirus HCML-ARV] acc=AAP06678.1	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Retroviridae;g__unclassified Retroviridae genus;s__Human endogenous retrovirus	Chordata
CABD02_EVE133	low	61	viral (13), retro (8), non-viral (1)	envelope (11), retro (8), VDB (2), annotated protein of Eukaryota (1)	CABD02177418.1_10924-11295:+	10,924	11,295	371	4.46E-70	82.3	env protein [Human endogenous retrovirus HCML-ARV] acc=AAP06678.1	env protein [Human endogenous retrovirus HCML-ARV] acc=AAP06678.1	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Retroviridae;g__unclassified Retroviridae genus;s__Human endogenous retrovirus	Chordata
CABD02_EVE134	low	61	viral (12), retro (7), non-viral (1)	envelope (9), retro (7), VDB (3), annotated protein of Eukaryota (1)	CABD02275653.1_3042-3371:-	3,042	3,371	329	5.73E-54	75.5	Envelope polyprotein n=5 Tax=root  RepID=A0A5F4WCN2_CALJA	env protein [Human endogenous retrovirus HCML-ARV] acc=AAP06678.1	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Retroviridae;g__unclassified Retroviridae genus;s__Human endogenous retrovirus	Chordata
CABD02_EVE135	low	61	viral (12), retro (7), non-viral (1)	envelope (10), retro (7), VDB (2), annotated protein of Eukaryota (1)	CABD02285158.1_4890-5252:+	4,890	5,252	362	1.02E-61	80.2	Envelope polyprotein n=5 Tax=root  RepID=A0A5F4WCN2_CALJA	env protein [Human endogenous retrovirus HCML-ARV] acc=AAP06678.1	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Retroviridae;g__unclassified Retroviridae genus;s__Human endogenous retrovirus	Chordata
CABD02_EVE136	low	61	viral (12), retro (7), non-viral (1)	envelope (10), retro (7), VDB (2), annotated protein of Eukaryota (1)	CABD02326892.1_2090-2434:+	2,090	2,434	344	1.72E-58	80.9	Envelope polyprotein n=5 Tax=root  RepID=A0A5F4WCN2_CALJA	env protein [Human endogenous retrovirus HCML-ARV] acc=AAP06678.1	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Retroviridae;g__unclassified Retroviridae genus;s__Human endogenous retrovirus	Chordata
CABD02_EVE137	low	61	viral (13), retro (7), maybe-viral (1), non-viral (1)	envelope (11), retro (7), VDB (2), annotated protein of Eukaryota (1), uncharacterized protein (1)	CABD02397496.1_131-460:+	131	460	329	3.90E-57	80.9	Envelope polyprotein n=5 Tax=root  RepID=A0A5F4WCN2_CALJA	env protein [Human endogenous retrovirus HCML-ARV] acc=AAP06678.1	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Retroviridae;g__unclassified Retroviridae genus;s__Human endogenous retrovirus	Chordata
CABD02_EVE138	low	60	viral (12), retro (8), maybe-viral (1)	envelope (10), retro (8), VDB (2), uncharacterized protein (1)	CABD02074183.1_2960-3378:-	2,960	3,378	418	3.52E-73	80.9	env protein [Human endogenous retrovirus HCML-ARV] acc=AAP06678.1	env protein [Human endogenous retrovirus HCML-ARV] acc=AAP06678.1	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Retroviridae;g__unclassified Retroviridae genus;s__Human endogenous retrovirus	Chordata
CABD02_EVE139	low	60	viral (12), retro (7), maybe-viral (1), non-viral (1)	envelope (10), retro (7), VDB (2), annotated protein of Eukaryota (1), uncharacterized protein (1)	CABD02076727.1_1113-1496:-	1,113	1,496	383	7.38E-68	82.7	Envelope polyprotein n=5 Tax=root  RepID=A0A5F4WCN2_CALJA	env protein [Human endogenous retrovirus HCML-ARV] acc=AAP06678.1	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Retroviridae;g__unclassified Retroviridae genus;s__Human endogenous retrovirus	Chordata
CABD02_EVE140	low	60	viral (12), retro (7), maybe-viral (1), non-viral (1)	envelope (9), retro (7), VDB (3), annotated protein of Eukaryota (1), uncharacterized protein (1)	CABD02279963.1_10307-10673:+	10,307	10,673	366	2.40E-56	80.7	Envelope polyprotein n=5 Tax=root  RepID=A0A5F4WCN2_CALJA	env protein [Human endogenous retrovirus HCML-ARV] acc=AAP06678.1	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Retroviridae;g__unclassified Retroviridae genus;s__Human endogenous retrovirus	Chordata
CABD02_EVE141	low	60	viral (12), retro (6), maybe-viral (2), non-viral (1)	envelope (10), retro (6), uncharacterized protein (2), VDB (2), annotated protein of Eukaryota (1)	CABD02350550.1_2408-2686:+	2,408	2,686	278	3.85E-50	84.9	env protein [Human endogenous retrovirus HCML-ARV] acc=AAP06678.1	env protein [Human endogenous retrovirus HCML-ARV] acc=AAP06678.1	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Retroviridae;g__unclassified Retroviridae genus;s__Human endogenous retrovirus	Chordata
CABD02_EVE142	low	59	viral (12), retro (8), non-viral (1)	envelope (9), retro (8), VDB (3), annotated protein of Eukaryota (1)	CABD02063777.1_23-388:+	23	388	365	8.21E-68	81.1	endogenous retrovirus group 3 member 1 Env polyprotein-like n=1 Tax=Macaca nemestrina  RepID=UPI0005F45588	env protein [Human endogenous retrovirus HCML-ARV] acc=AAP06678.1	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Retroviridae;g__unclassified Retroviridae genus;s__Human endogenous retrovirus	Chordata
CABD02_EVE143	low	59	viral (12), retro (8), non-viral (1)	envelope (10), retro (8), VDB (2), annotated protein of Eukaryota (1)	CABD02253225.1_717-1088:-	717	1,088	371	1.16E-61	79	Envelope polyprotein n=5 Tax=root  RepID=A0A5F4WCN2_CALJA	env protein [Human endogenous retrovirus HCML-ARV] acc=AAP06678.1	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Retroviridae;g__unclassified Retroviridae genus;s__Human endogenous retrovirus	Chordata
CABD02_EVE144	low	59	viral (11), retro (7), maybe-viral (1), non-viral (1)	envelope (9), retro (7), VDB (2), annotated protein of Eukaryota (1), uncharacterized protein (1)	CABD02256792.1_4057-4447:+	4,057	4,447	390	2.20E-67	83.1	Envelope polyprotein n=5 Tax=root  RepID=A0A5F4WCN2_CALJA	env protein [Human endogenous retrovirus HCML-ARV] acc=AAP06678.1	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Retroviridae;g__unclassified Retroviridae genus;s__Human endogenous retrovirus	Chordata
CABD02_EVE145	low	58	viral (11), retro (7), maybe-viral (1), non-viral (1)	envelope (9), retro (7), VDB (2), annotated protein of Eukaryota (1), uncharacterized protein (1)	CABD02033509.1_4008-4358:-	4,008	4,358	350	2.67E-57	79.5	Envelope polyprotein n=5 Tax=root  RepID=A0A5F4WCN2_CALJA	env protein [Human endogenous retrovirus HCML-ARV] acc=AAP06678.1	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Retroviridae;g__unclassified Retroviridae genus;s__Human endogenous retrovirus	Chordata
CABD02_EVE146	low	58	viral (11), retro (6), maybe-viral (2), non-viral (1)	envelope (8), retro (6), VDB (3), uncharacterized protein (2), annotated protein of Eukaryota (1)	CABD02065319.1_1498-1863:-	1,498	1,863	365	3.18E-52	66.9	ENR1 protein (Fragment) n=5 Tax=Amniota  RepID=A0A6G1AXC9_CROCR	env protein [Human endogenous retrovirus HCML-ARV] acc=AAP06678.1	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Retroviridae;g__unclassified Retroviridae genus;s__Human endogenous retrovirus	Chordata
CABD02_EVE148	low	58	viral (11), retro (6), maybe-viral (2), non-viral (1)	envelope (8), retro (6), VDB (3), uncharacterized protein (2), annotated protein of Eukaryota (1)	CABD02177081.1_3887-4270:-	3,887	4,270	383	4.99E-55	66.4	Envelope glycoprotein n=8 Tax=Amniota  RepID=A0A4X1TZC6_PIG	env protein [Human endogenous retrovirus HCML-ARV] acc=AAP06678.1	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Retroviridae;g__unclassified Retroviridae genus;s__Human endogenous retrovirus	Chordata
CABD02_EVE150	low	58	viral (11), retro (7), maybe-viral (1), non-viral (1)	envelope (9), retro (7), VDB (2), annotated protein of Eukaryota (1), uncharacterized protein (1)	CABD02239396.1_21626-21952:+	21,626	21,952	326	6.04E-58	79.8	endogenous retrovirus group 3 member 1 Env polyprotein-like n=1 Tax=Macaca nemestrina  RepID=UPI0005F45588	env protein [Human endogenous retrovirus HCML-ARV] acc=AAP06678.1	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Retroviridae;g__unclassified Retroviridae genus;s__Human endogenous retrovirus	Chordata
CABD02_EVE151	low	58	viral (11), retro (7), maybe-viral (1), non-viral (1)	envelope (9), retro (7), VDB (2), annotated protein of Eukaryota (1), uncharacterized protein (1)	CABD02239399.1_5528-5854:-	5,528	5,854	326	6.04E-58	79.8	endogenous retrovirus group 3 member 1 Env polyprotein-like n=1 Tax=Macaca nemestrina  RepID=UPI0005F45588	env protein [Human endogenous retrovirus HCML-ARV] acc=AAP06678.1	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Retroviridae;g__unclassified Retroviridae genus;s__Human endogenous retrovirus	Chordata
CABD02_EVE152	low	58	viral (11), retro (7), maybe-viral (1), non-viral (1)	envelope (9), retro (7), VDB (2), annotated protein of Eukaryota (1), uncharacterized protein (1)	CABD02300828.1_11484-11834:+	11,484	11,834	350	7.21E-62	78.9	endogenous retrovirus group 3 member 1 Env polyprotein-like n=1 Tax=Macaca nemestrina  RepID=UPI0005F45588	env protein [Human endogenous retrovirus HCML-ARV] acc=AAP06678.1	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Retroviridae;g__unclassified Retroviridae genus;s__Human endogenous retrovirus	Chordata
CABD02_EVE153	low	58	viral (11), retro (6), maybe-viral (2), non-viral (1)	envelope (8), retro (6), VDB (3), uncharacterized protein (2), annotated protein of Eukaryota (1)	CABD02360018.1_3988-4371:-	3,988	4,371	383	1.10E-51	64.3	Envelope glycoprotein n=8 Tax=Amniota  RepID=A0A4X1TZC6_PIG	env protein [Human endogenous retrovirus HCML-ARV] acc=AAP06678.1	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Retroviridae;g__unclassified Retroviridae genus;s__Human endogenous retrovirus	Chordata
CABD02_EVE154	low	58	viral (11), retro (7), maybe-viral (1), non-viral (1)	envelope (9), retro (7), VDB (2), annotated protein of Eukaryota (1), uncharacterized protein (1)	CABD02373110.1_3083-3442:-	3,083	3,442	359	2.76E-73	92.5	endogenous retrovirus group 3 member 1 Env polyprotein-like n=1 Tax=Macaca nemestrina  RepID=UPI0005F45588	env protein [Human endogenous retrovirus HCML-ARV] acc=AAP06678.1	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Retroviridae;g__unclassified Retroviridae genus;s__Human endogenous retrovirus	Chordata
CABD02_EVE155	low	58	viral (11), retro (6), maybe-viral (2), non-viral (1)	envelope (9), retro (6), uncharacterized protein (2), VDB (2), annotated protein of Eukaryota (1)	CABD02389393.1_2898-3281:-	2,898	3,281	383	1.12E-58	70.3	Envelope glycoprotein n=4 Tax=Tetrapoda  RepID=A0A8C0WKB5_CASCN	env protein [Human endogenous retrovirus HCML-ARV] acc=AAP06678.1	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Retroviridae;g__unclassified Retroviridae genus;s__Human endogenous retrovirus	Chordata
CABD02_EVE156	low	57	viral (11), retro (8), non-viral (1)	envelope (9), retro (8), VDB (2), annotated protein of Eukaryota (1)	CABD02017993.1_3543-3919:-	3,543	3,919	376	1.68E-61	79.4	Envelope polyprotein n=5 Tax=root  RepID=A0A5F4WCN2_CALJA	env protein [Human endogenous retrovirus HCML-ARV] acc=AAP06678.1	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Retroviridae;g__unclassified Retroviridae genus;s__Human endogenous retrovirus	Chordata
CABD02_EVE157	low	57	viral (11), retro (7), maybe-viral (1), non-viral (1)	envelope (8), retro (7), VDB (3), annotated protein of Eukaryota (1), uncharacterized protein (1)	CABD02065557.1_3018-3350:+	3,018	3,350	332	5.17E-43	63.1	Envelope glycoprotein n=8 Tax=Amniota  RepID=A0A4X1TZC6_PIG	env protein [Human endogenous retrovirus HCML-ARV] acc=AAP06678.1	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Retroviridae;g__unclassified Retroviridae genus;s__Human endogenous retrovirus	Chordata
CABD02_EVE158	low	57	viral (11), retro (8), non-viral (1)	envelope (9), retro (8), VDB (2), annotated protein of Eukaryota (1)	CABD02087540.1_6268-6633:-	6,268	6,633	365	3.19E-58	79.7	Envelope polyprotein n=5 Tax=root  RepID=A0A5F4WCN2_CALJA	env protein [Human endogenous retrovirus HCML-ARV] acc=AAP06678.1	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Retroviridae;g__unclassified Retroviridae genus;s__Human endogenous retrovirus	Chordata
CABD02_EVE159	low	57	viral (11), retro (7), maybe-viral (1), non-viral (1)	envelope (8), retro (7), VDB (3), annotated protein of Eukaryota (1), uncharacterized protein (1)	CABD02183604.1_1117-1482:-	1,117	1,482	365	7.89E-46	65.3	ENR1 protein (Fragment) n=5 Tax=Amniota  RepID=A0A6G1AXC9_CROCR	env protein [Human endogenous retrovirus HCML-ARV] acc=AAP06678.1	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Retroviridae;g__unclassified Retroviridae genus;s__Human endogenous retrovirus	Chordata
CABD02_EVE160	low	57	viral (11), retro (8), non-viral (1)	envelope (9), retro (8), VDB (2), annotated protein of Eukaryota (1)	CABD02208653.1_3546-3927:+	3,546	3,927	381	4.41E-64	81.4	Envelope polyprotein n=5 Tax=root  RepID=A0A5F4WCN2_CALJA	env protein [Human endogenous retrovirus HCML-ARV] acc=AAP06678.1	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Retroviridae;g__unclassified Retroviridae genus;s__Human endogenous retrovirus	Chordata
CABD02_EVE161	low	57	viral (11), retro (8), non-viral (1)	envelope (9), retro (8), VDB (2), annotated protein of Eukaryota (1)	CABD02281097.1_988-1353:+	988	1,353	365	3.43E-65	83.6	Envelope polyprotein n=5 Tax=root  RepID=A0A5F4WCN2_CALJA	env protein [Human endogenous retrovirus HCML-ARV] acc=AAP06678.1	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Retroviridae;g__unclassified Retroviridae genus;s__Human endogenous retrovirus	Chordata
CABD02_EVE162	low	57	viral (11), retro (8), non-viral (1)	envelope (9), retro (8), VDB (2), annotated protein of Eukaryota (1)	CABD02326110.1_2971-3342:-	2,971	3,342	371	2.16E-69	86.3	Envelope polyprotein n=5 Tax=root  RepID=A0A5F4WCN2_CALJA	env protein [Human endogenous retrovirus HCML-ARV] acc=AAP06678.1	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Retroviridae;g__unclassified Retroviridae genus;s__Human endogenous retrovirus	Chordata
CABD02_EVE163	low	57	viral (11), retro (8), maybe-viral (1)	envelope (9), retro (8), VDB (2), uncharacterized protein (1)	CABD02333644.1_3737-4133:-	3,737	4,133	396	2.16E-81	90.2	endogenous retrovirus group 3 member 1 Env polyprotein-like n=1 Tax=Macaca nemestrina  RepID=UPI0005F45588	env protein [Human endogenous retrovirus HCML-ARV] acc=AAP06678.1	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Retroviridae;g__unclassified Retroviridae genus;s__Human endogenous retrovirus	Chordata
CABD02_EVE164	low	57	viral (11), retro (7), maybe-viral (1), non-viral (1)	envelope (9), retro (7), VDB (2), annotated protein of Eukaryota (1), uncharacterized protein (1)	CABD02349416.1_2571-3022:-	2,571	3,022	451	5.41E-58	65.1	Envelope glycoprotein n=7 Tax=Sus scrofa  RepID=A0A8D1ZJ39_PIG	env protein [Human endogenous retrovirus HCML-ARV] acc=AAP06678.1	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Retroviridae;g__unclassified Retroviridae genus;s__Human endogenous retrovirus	Chordata
CABD02_EVE166	low	56	viral (11), retro (7), maybe-viral (2), non-viral (1)	envelope (9), retro (7), uncharacterized protein (2), VDB (2), annotated protein of Eukaryota (1)	CABD02182832.1_1065-1447:-	1,065	1,447	382	1.68E-63	80.5	Envelope polyprotein n=5 Tax=root  RepID=A0A5F4WCN2_CALJA	env protein [Human endogenous retrovirus HCML-ARV] acc=AAP06678.1	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Retroviridae;g__unclassified Retroviridae genus;s__Human endogenous retrovirus	Chordata
CABD02_EVE167	low	56	viral (11), retro (7), maybe-viral (2), non-viral (1)	envelope (9), retro (7), uncharacterized protein (2), VDB (2), annotated protein of Eukaryota (1)	CABD02306695.1_4334-4654:+	4,334	4,654	320	1.91E-49	78.5	Envelope polyprotein n=5 Tax=root  RepID=A0A5F4WCN2_CALJA	env protein [Human endogenous retrovirus HCML-ARV] acc=AAP06678.1	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Retroviridae;g__unclassified Retroviridae genus;s__Human endogenous retrovirus	Chordata
CABD02_EVE168	low	56	viral (11), retro (6), maybe-viral (2), non-viral (1)	envelope (9), retro (6), uncharacterized protein (2), VDB (2), annotated protein of Eukaryota (1)	CABD02365260.1_1547-1882:-	1,547	1,882	335	1.30E-56	81.4	uncharacterized protein LOC105475359 n=1 Tax=Macaca nemestrina  RepID=UPI0005F40944	env protein [Human endogenous retrovirus HCML-ARV] acc=AAP06678.1	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Retroviridae;g__unclassified Retroviridae genus;s__Human endogenous retrovirus	Chordata
CABD02_EVE170	low	55	viral (11), retro (9), non-viral (1)	envelope (9), retro (9), VDB (2), annotated protein of Eukaryota (1)	CABD02122741.1_832-1197:-	832	1,197	365	1.75E-65	84.2	Envelope polyprotein n=5 Tax=root  RepID=A0A5F4WCN2_CALJA	env protein [Human endogenous retrovirus HCML-ARV] acc=AAP06678.1	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Retroviridae;g__unclassified Retroviridae genus;s__Human endogenous retrovirus	Chordata
CABD02_EVE172	low	55	viral (11), retro (6), maybe-viral (2), non-viral (2)	retro (6), VDB (6), envelope (4), annotated protein of Eukaryota (2), uncharacterized protein (2), virus (1)	CABD02397857.1_25518-25964:-	25,518	25,964	446	1.38E-38	53.5	envelope protein syncytin-Car1 [Nandinia binotata] acc=AEX32768.1	envelope protein syncytin-Car1 [Nandinia binotata] acc=AEX32768.1	NA	Chordata
CABD02_EVE173	low	54	viral (10), retro (8), maybe-viral (2)	envelope (8), retro (8), uncharacterized protein (2), VDB (2)	CABD02024898.1_5239-5693:-	5,239	5,693	454	1.11E-84	85	Envelope polyprotein n=5 Tax=root  RepID=A0A5F4WCN2_CALJA	env protein [Human endogenous retrovirus HCML-ARV] acc=AAP06678.1	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Retroviridae;g__unclassified Retroviridae genus;s__Human endogenous retrovirus	Chordata
CABD02_EVE175	low	54	viral (11), maybe-viral (4), retro (4), non-viral (2)	envelope (7), uncharacterized protein (4), VDB (4), retro (3), annotated protein of Eukaryota (2), reverse transcriptase (1)	CABD02109801.1_2175-2450:-	2,175	2,450	275	4.70E-24	58.2	endogenous retrovirus group PABLB member 1 Env polyprotein-like isoform X1 n=2 Tax=Sciurus carolinensis  RepID=UPI001FB341DA	envelope protein syncytin-Car1 [Canis lupus familiaris] acc=AEX32761.1	NA	Chordata
